order	page	regionNumber	x1Region	y1Region	x2Region	y2Region	lineNumber	x1line	y1line	x2line	y2line	color_img_file_name	AT	GT2
8945	357	1	101	128	800	1155	23	117	968	782	1039	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	ומתעסקים בני העיר בקבורתם ובריה לא היתה רואה אותם לכך אמרו
8946	357	1	101	128	800	1155	24	122	1005	782	1076	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	הארץ אשר עברנו בה וגו' בנסים שהיה עושה להם הק'ב'ה' בו הוציאו דבה ˙
8947	357	1	101	128	800	1155	25	114	1037	689	1116	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	ו עלו בננש ויבא עד חברון ושם אחימן שהיו עד מאד גורים שנ'
8948	357	1	101	128	800	1155	26	118	1075	785	1155	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	אשר אתה ידנת ואתה שמעת מי יתיצב לפני בני ענק ˙ וחברון שכע
8949	358	1	218	132	936	1156	1	242	132	918	201	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	שנים נבנתה להודיעך שבחה של ארץ ישרﭏ שהפסולת שלה משובח הרבה
8950	358	1	218	132	936	1156	2	261	171	912	240	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	ותרמן המשובח של מצרים שבשעה שיצאו ונחלו את העולם בני נא אחר
8951	358	1	218	132	936	1156	3	241	208	918	279	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	המבול הם בנו עיירות תחלה ולא במקום השבח ﭏא במרום הפסולת של
8952	358	1	218	132	936	1156	4	252	247	913	317	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	זרץ ישרﭏ וצען מצרום היא הטובה שבארץ וזו קרמה לה' שבע שנים ואם
8953	358	1	218	132	936	1156	5	237	287	916	357	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	לא מישבנה זו לא בנה זו הוא הרור היא המשכחה ובני חם כוש ומצרים ופוט
8954	358	1	218	132	936	1156	6	276	325	921	395	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	כנען ועמרו ובנו זו לפני זו וחברון שבע שנים נבנתה לפני צען מצרים ˙
8955	358	1	218	132	936	1156	7	244	365	800	432	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	ויבאו עד נחל אשכל לארצו ליטול מפירות הארץ ﭏולי כלב
8956	358	1	218	132	936	1156	8	251	401	931	471	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	ושלף את הזיין וירד לפניהם ואמ' להם אם אין אתם נוטלים או אתם הורגים
8957	358	1	218	132	936	1156	9	256	441	912	511	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	זותי או אני הורג אתכם לא היו נוטלין לפיכך אם לא הארץ אשר דרכה רגל
8958	358	1	218	132	936	1156	10	237	481	924	550	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	ה לך תהיה ˙ וישאוהו במוט בשנים אין פחות משני מוטות לפי
8959	358	1	218	132	936	1156	11	245	519	923	590	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	שאין אומ' במונט שנים ﭏא בשנים ויש אומ' שלשה במונט אחד בשנים הרי
8960	358	1	218	132	936	1156	12	218	557	933	627	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	ולשה וכמה היה משוי של כל אחד ואחד נאמר לאבנים שנטלו מן היררי וא
8961	358	1	218	132	936	1156	13	221	594	920	665	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	והים עשרה האלה אשר לקחו מן הירדן הקים יהושע בגלגל כמה שיעורה
8962	358	1	218	132	936	1156	14	234	639	934	698	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	מ כל אחת ואחת משוי ארבעים סאה מיכן את מחשב לאותו אשכל אדם
8963	358	1	218	132	936	1156	15	228	678	924	737	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	ושא משאו לעצמו מגביה סאה מגביה עליו חברו נושא סאתים ואם מגביה
8964	358	1	218	132	936	1156	16	236	709	929	780	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	ואתים נושא עם חברו שלש מכאן מחשב ˙˙ וישובו מתור הארץ
8965	358	1	218	132	936	1156	17	236	754	934	813	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	קץ ארבעים יום והלא את מוצא שהלכו מן הדרום לצפון ולארבעים יום
8966	358	1	218	132	936	1156	18	237	793	924	852	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	דו מהלכין את כולה ﭏא שולוי היר לפני הב'ה' שהן באין ואו' לשון הרע על ה'
8967	358	1	218	132	936	1156	19	239	830	921	889	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	וארץ ונגזר על אותו הרור שנים של צרה יום לשנה יום לשנה וריפץ להם
8968	358	1	218	132	936	1156	20	237	868	926	927	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	קב'ה' את הררך ˙˙ למקום ההוא קרא נאל אשכל זושה מגיד מרא'
8969	358	1	218	132	936	1156	21	240	907	936	966	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	וראשית אחרית שהכל היה צפוי לפני הב'ה' אשכל אוהבו של אברהם היה
8970	358	1	218	132	936	1156	22	330	945	920	1004	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	קרא אשכל ול אודות האשכל שעתידין ישרﭏ לכרות ממקומו ˙
8971	358	1	218	132	936	1156	23	231	985	934	1044	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	ילן ויבאו אל משה ואל אהרן ויספרו ו ויאמרו באנו אל הארי אפס כי
8972	358	1	218	132	936	1156	24	229	1021	928	1080	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	עו העם כך דרכן של מספרי לשון הרע פותחין בטובה ומשלימין ברעה
8973	358	1	218	132	936	1156	25	236	1058	936	1117	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	ומלק יושב בארץ הנגב מקראו לפתוח בעמלה משל לתינור שסרא
8974	358	1	218	132	936	1156	26	240	1097	926	1156	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	קה ברצועה וכשמבקשין להפחירו מזכירין לו הרצועה שלקה כך היה
8975	359	1	103	128	794	1143	1	136	128	793	199	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	היה עמלק רצועה רעה לישרﭏ ומה ראה לישב לו על הספר על דר
8976	359	1	103	128	794	1143	2	106	167	792	238	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	כניסקן של ישרﭏ לארן רך ציוהו עשו זקנו לקדמן לדרך ועהן מש
8977	359	1	103	128	794	1143	3	111	205	787	277	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	וישב לו בררך וירד העמלקי והכנעני היושב בהר ההוא ויכום ולאתום ל
8978	359	1	103	128	794	1143	4	120	244	791	315	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	החרמה  והכנענן יושבעל הים ועל יד היררן אלו
8979	359	1	103	128	794	1143	5	110	281	793	352	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	הגבורים יושבין על הדרך לפיכך נתכונו המרגלים להניא לבן של ˙ ישרﭏ
8980	359	1	103	128	794	1143	6	104	319	787	392	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	שנא' ויניאו את לב בני ישרﭏ מעבור אל האר ויהס כלב שכתחל
8981	359	1	103	128	794	1143	7	108	357	792	429	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	אמ' להם אני עמכם בעצה ובלבו היהלו לומל אמת שנא' ואשיב אותו
8982	359	1	103	128	794	1143	8	113	395	785	466	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	דבר כאשר היה עם לבבי ואחי אשר היו עמי המסיו את לב העם וכן
8983	359	1	103	128	794	1143	9	111	432	783	504	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	הק'בה’ מעיד עליו שנ' ועבדי כלב עקב היתה רוח אחרת עמו כשבאו ה
8984	359	1	103	128	794	1143	10	114	474	788	545	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	המרגלים אמרו נאמן עלינו כלב מיד עמד על הספסל ושיתה אר כל
8985	359	1	103	128	794	1143	11	107	512	782	582	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	ישרﭏ שהיו מצווחין על משה שנא ויהס כלב והם היו סבוריןל שהיו אומ'
8986	359	1	103	128	794	1143	12	113	547	794	619	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	לשון הרע לפיכך שתהו פתח ואמ' עלה נעלה וירשנו כי יכול נוכללה מיד
8987	359	1	103	128	794	1143	13	109	586	791	659	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	חלחו כנגדרו ואמרו לא לאכל לעלות אל העם ותשא כל הערה ויתנו את
8988	359	1	103	128	794	1143	14	110	623	790	693	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	קולם זש'ה דברי נדגן כמתלהמים והם יקו חדרי בטי דברים שקגנו
8989	359	1	103	128	794	1143	15	113	662	786	731	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	אחר הקב'ה' גרמו להם צדה גדולה שﭏו לא נשתו למרגלים לא היו לורין
8990	359	1	103	128	794	1143	16	110	696	788	767	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	עמהם לﭏא השלימו אחריהם שנא ותרגנו באהליהם ותאמרו מהו ותל
8991	359	1	103	128	794	1143	17	105	734	779	805	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	ותרגנו תרתם גנות אא ישרﭏ שקראה הת'ב'ה' ארץ טובה משל אם יהיה
8992	359	1	103	128	794	1143	18	112	774	783	843	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	אוהב למלר ויבורלו מנה יפה ליתללו ועמר אחר ואמ' לאוהבו שהיא
8993	359	1	103	128	794	1143	19	109	810	779	880	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	רעה אני אומ' לאכבדת אוהביך יפה זתשא כל הערדה ויתנו את קולם
8994	359	1	103	128	794	1143	20	105	847	789	918	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	זש'ה נתנה עלי בקולה עלכן שלאתיה אותו קול שבכיתם גרם לכם ללרור
8995	359	1	103	128	794	1143	21	103	885	783	955	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	שונאין על אותו הרור אמ' ישעיה ביום נטעך תשגשגי ובבקר זרעך תפו
8996	359	1	103	128	794	1143	22	106	923	781	993	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	ביום שאמ' ליטע אתכם בארץ נעשיתם סיגים ובבקר זרעך תפריחי עד
8997	359	1	103	128	794	1143	23	103	961	786	1032	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	שלא בא השרב פרחתם נד קציר ביום נחלה ביום שעברתי ליתן לכם נחלה
8998	359	1	103	128	794	1143	24	106	998	784	1069	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	אביכם נעשה קלון בעולם וכאב אנוש זה הפורע ששﭏתם ירושה לדורוה
8999	359	1	103	128	794	1143	25	107	1035	779	1106	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	שבכו הערה בללי תשעה באב ואמ' הב'ה להם אתם בכיתם בכיה של חנם
9000	359	1	103	128	794	1143	26	103	1072	786	1143	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	לפני אני אקבע לכם בכיה לרורות ומאותה שעה נגזרה על בית המקדש
9001	360	1	144	131	938	1166	1	144	131	920	203	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	שתתחרב כדי שיגלה ישרﭏ לבין האומות שכן הוא אומ' וישא ידו להם
9002	360	1	144	131	938	1166	2	245	175	929	234	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	להפיל אותם במדבר להפיל זרעם בגוים ולזרותם בארצות ˙ נשיאו
9003	360	1	144	131	938	1166	3	236	214	912	273	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	יד כנגד נשיאות הול וילונו על משה ועל אהרן ויאמרו אליהם כל העדה
9004	360	1	144	131	938	1166	4	247	253	935	312	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	ﭏו סנדראות לו מתנו באר מצרים משל למלך שעלה אחד לבית שלו
9005	360	1	144	131	938	1166	5	241	287	934	358	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	לודון הוציא רבר מפיו נמה שחיב את עצמו הניח המלך את האלגין שלו
9006	360	1	144	131	938	1166	6	233	331	919	390	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	וחילין מנפיו אמ' לו בין שהוצאת מפיך בו אני רנך יהא לך כמו שאמרת
9007	360	1	144	131	938	1166	7	244	367	915	426	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	זף כן אמ' להם הק'ב’ה' במרבר הזה יפלו פנריכם חי אני נאם ײ אם לא
9008	360	1	144	131	938	1166	8	246	403	938	474	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	אשר דברתם באזני כן אעשה לכם התחילו לומר ולמה י מביא אותנן
9009	360	1	144	131	938	1166	9	240	448	920	507	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	יאמרי איש אל אחיו נתנה ראש ונשובה מצרים ויפל משה ואהרן על פני
9010	360	1	144	131	938	1166	10	242	488	932	547	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	לפני כל קהל עדת בני ישרﭏ ויהושע בן נון וכלב בן יפונה מן התרים את
9011	360	1	144	131	938	1166	11	234	525	916	584	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	ארץ קרעו בגדיהם ˙ ויחמרו אל כל עדת בני ישרﭏ לאמר אם חץ
9012	360	1	144	131	938	1166	12	240	566	936	625	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	ונו ײ והביא אותנו אך בײ אל תמרדו ואתם אמרו להם אין אתם נאמנין
9013	360	1	144	131	938	1166	13	244	597	930	667	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	עלינו אחינו חוששין בנו יותר מכם שנא אנה אנחנו עולים אחינו המסו
9014	360	1	144	131	938	1166	14	241	641	918	700	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	זת לבבנו לאמר ויאמרו כל הערה לרגם אותם באבנים ˙ ומי הם
9015	360	1	144	131	938	1166	15	243	680	928	739	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	משה ואהרן וכבוד ײ נראה מלמר שהיו זורקין אבנים והענן מקבלם וי'
9016	360	1	144	131	938	1166	16	237	718	929	777	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	אמר ײ אל משה ער אנה ינאצוני העם הזה אמ' הק'ב'ה’ שתי וחות
9017	360	1	144	131	938	1166	17	233	759	929	818	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	ווחתי מפניכם סופכם לצוח ארבע בשעבוד מלכיות עד אנה ײ תאנא
9018	360	1	144	131	938	1166	18	243	796	931	855	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	צא ער אנה תסתירה את פניך ממני עד אנה אשית עצות נפשיל
9019	360	1	144	131	938	1166	19	230	835	922	894	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	עד אנה ירום אויבי עלי וחתי עד מתי לעדה הרעה הזאת סופכ
9020	360	1	144	131	938	1166	20	235	873	931	932	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	לטוח ולפשי נבהלה מאד ואתה ײ עד מתי אכנו ברבר ˙˙ אמ' משה
9021	360	1	144	131	938	1166	21	234	913	924	972	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	בונו של עולם הבט לברית אבותם שנשבעת הם שתעמר מהם מלכי'
9022	360	1	144	131	938	1166	22	240	952	924	1011	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	ביאים וכהנים אמ' לו הקב’ה’ ואין אתם מבניהם ואעשה אותך לגוי גדול
9023	360	1	144	131	938	1166	23	238	991	929	1050	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	יון שראה משה כך עמד במרה אחרת ויאמר משה אל ײ ושמעתו מצם
9024	360	1	144	131	938	1166	24	245	1032	916	1089	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	זול יושב הארא הזאת יאמרו שלא היה בו כא לזון אותם אמ'לו והלא ראו
9025	360	1	144	131	938	1166	25	244	1069	929	1128	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	סים וגבורות שעשיתי על הים אומר היה יכול לעמד בשלשים ואזד
9026	360	1	144	131	938	1166	26	245	1107	921	1166	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_360.png	וין יכול לעמד רבון כל העולמים עשה בשבילך ועתה יגדל נא כא ײ
9027	361	1	100	132	797	1157	1	114	132	784	192	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	תנצח מרת רחמים למרת הדין כאשר רברת לאמר ˙˙ אני אמרתי לפנ
9028	361	1	100	132	797	1157	2	102	172	785	231	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	באי זו מדה אתה דן את עולמך הוריעני נא את דרכיך העברת ממני וע'
9029	361	1	100	132	797	1157	3	101	211	779	270	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	ויעבר ײ על פניו ויקרא אותה המדה שאמרת לי קיים י ײ ﭏ רחום וחנון
9030	361	1	100	132	797	1157	4	112	250	791	309	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	סלח נא קבל ההב’ה את דבריו והודה לו ויאמר ײ סלחתי כדברך שהם
9031	361	1	100	132	797	1157	5	108	283	787	354	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	עהידים המצרים לומ' כרברר ˙˙ ואולם חי אני אם יראו האנשי'
9032	361	1	100	132	797	1157	6	113	326	783	385	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	העולים ממצרים מבן עשרים שנה ומעלה בן עשרים שנה ביי שהיה
9033	361	1	100	132	797	1157	7	108	358	785	427	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	עמהם בעצה בין שלא היה עמהם בעצה פחות מבן עשרים ולא הביא ש
9034	361	1	100	132	797	1157	8	112	398	782	468	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	שתי שערות בין שהיה עמהם בעצה בין שלא הה עמהם בעצה נכנםס
9035	361	1	100	132	797	1157	9	106	435	780	507	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	ואם הביא שתי שערות והוא פחות מעשרים היה עמהם בעצה לא היה
9036	361	1	100	132	797	1157	10	109	475	784	546	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	נעם ואעפ'בר' לא מת אחד מהם פחות מששים ˙ בוא וראה מה בין צדירי'
9037	361	1	100	132	797	1157	11	112	514	790	585	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	לרשעים בין ווצר ﭏהים לאשר לא עבדו משל למטרניתא שהיתה לה
9038	361	1	100	132	797	1157	12	114	552	781	623	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	שפחה והלך בעלה למדינת הים כל הלילה היתה אומרת אותה שפחה
9039	361	1	100	132	797	1157	13	110	590	797	660	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	לאותה מטרוניתא אני אה הימך והמלך אוהב אותי יותר ממך אמרה
9040	361	1	100	132	797	1157	14	111	626	773	697	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	לה אותה מ ירונא יבא הבקר ונדע מי נאה ומי שאוהב המלך כך אומו
9041	361	1	100	132	797	1157	15	110	664	783	736	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	העולם אומ' לישר' אנחנו מעשינו יפים ובנו חפץ הק'ב'ה' לכך אמ' ישעיה
9042	361	1	100	132	797	1157	16	112	703	782	774	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	יבא הבקר ואנו יודעים במי חפץ אמר שומר אתא בקר וגם לילה יבא
9043	361	1	100	132	797	1157	17	105	743	783	814	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	העולי הבא שנקרא בקר ואנו יודעים במי חפש ושבתם וראיתם בין צדיק
9044	361	1	100	132	797	1157	18	114	780	795	852	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	לרשט ˙˙ כתי אך הבל בני ארם כזב בני איש אמ'ר' חייא בשם ר'
9045	361	1	100	132	797	1157	19	105	818	757	888	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	וי כלהביים שישרﭏ עושים כל ימות השנה במאזנים לעלות מוחל להם
9046	361	1	100	132	797	1157	20	107	855	782	927	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	הה'ב'ה' במיל מאזנים בחדש תשרי ˙ כי ביום הזה יכפר עליכם לטהר
9047	361	1	100	132	797	1157	21	100	895	779	966	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	אוהכם ˙ ואמר ײ עד אנה לאצוני ˙ ההר' ותפרעו כל עצתי ותוכזו
9048	361	1	100	132	797	1157	22	101	933	788	1003	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	לא אביתם נאצו כל תוכחתי מהו ותפעו ﭏא כל טובה שיעצתי עיכם
9049	361	1	100	132	797	1157	23	108	972	773	1043	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	הל התי אוכה ופיעי אותה שנא' ותפרעו כל עצתי מתחל וארד
9050	361	1	100	132	797	1157	24	101	1011	790	1081	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	להצילודור מצרים וראתם לא עשיתם כן באתם לים ומיד קלקתם את
9051	361	1	100	132	797	1157	25	112	1049	779	1120	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	העוה שנא' ומיו עלים בים כוף באלפי ﭏפים ורובי רבבות של מלאכים
9052	361	1	100	132	797	1157	26	107	1087	758	1157	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_361.png	ירדתי  שבילבם והיתי מוי לל אחד ואחד מכם שנ מלאכים אחר
9053	362	1	116	139	933	1175	1	116	139	925	212	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	חוגרו זיני ואחד נותן עטרה בראשו ר' יהודה רציפורן אמ' זונם אס
9054	362	1	116	139	933	1175	2	232	178	929	248	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	להם וײ' סימאי אמ' פורפירא הלבישם ושם המפורש חקוק עליו ול
9055	362	1	116	139	933	1175	3	237	215	927	286	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	הימים שהיה בידם לא היה רבר רע נוגע בהם ולא מלאך המות ולא
9056	362	1	116	139	933	1175	4	217	257	933	328	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	ר אחר וכיון שחטאו אמ' להם משה ועתה הורד עריך מעליך באותה
9057	362	1	116	139	933	1175	5	237	294	925	365	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	עה וישמע העם את הדבר הרע הזה וגו' מק כתי' ויתנצלו בני ישרﭏ
9058	362	1	116	139	933	1175	6	234	331	916	402	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	ות עדים מה עשה הב'ה' במתן תורה הביא למלאך המור אמ' לו כל
9059	362	1	116	139	933	1175	7	220	368	928	441	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	ועולם ברשותך חוץ מאומה זו שבחרתי לי אר' ﭏעזר בנו של ר' יוסי הגלילי
9060	362	1	116	139	933	1175	8	233	410	921	481	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	ממלאך המות לפני הקב'ה’ על חנם נבראתי בעולם אמ' לו הב'ה' בראתי
9061	362	1	116	139	933	1175	9	239	449	924	520	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	ותך שתהא משכל באומות העולם חוץ מאומה זו שאין לך רשות עליה
9062	362	1	116	139	933	1175	10	239	487	911	558	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	חה עצה שיעץ הקבה' עליהם שיהיו חיים וקיימים שנא ואתם הדברקים
9063	362	1	116	139	933	1175	11	233	527	919	598	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	ו וכן הוא או' והמכתב מכתב ﭏהים הוא חרות על הלוחות מהו חרות
9064	362	1	116	139	933	1175	12	236	566	919	637	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	יהודה או' חיקות מן המלכיות ור' נחמיה או' ממלאך המות ור' אומ' מן
9065	362	1	116	139	933	1175	13	232	602	919	673	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	יסורין ראו עצה שיעש עליהן הקבה ומיד קלקלו העצה ארבעיםיום
9066	362	1	116	139	933	1175	14	234	640	925	710	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	בך נאמ' ותפרעו כל עצתי אמ' להם הרק'ב'ה’ אני אמרתי שאין אתם חוטאי'
9067	362	1	116	139	933	1175	15	242	679	922	751	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	תהיו חיים וקימים כמותי כמו שאני חיורים לעולמי עולמים אני
9068	362	1	116	139	933	1175	16	233	718	925	789	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	מרתי ﭏים אתם ובני עליון כלכם כמלאכי השרת שאין מתים ובקשתם
9069	362	1	116	139	933	1175	17	235	758	915	829	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	זר הגדולה הזאת למות אכן כאדם תמותון כאדם הראשון שצויתי אותו
9070	362	1	116	139	933	1175	18	231	797	911	866	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	צוה אחת שיעשק אותה ויהיה חי וקים לעולם שנא' הן האדם היה כאחד
9071	362	1	116	139	933	1175	19	238	834	924	905	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	מנו וכן ויברא ﭏהים את האדם בצלמו שיהיה חי וקים כמותו והוא
9072	362	1	116	139	933	1175	20	231	873	926	944	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	בל מעשיו ובטל גזרתו ואכל מן האילן ואמרתי לו כי עפר אתה חף אתם
9073	362	1	116	139	933	1175	21	229	912	918	983	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	ני אמרתי ﭏים אתם חבלתם עצמכם כאדם אכן כאדם תמותון ומי גרם
9074	362	1	116	139	933	1175	22	229	952	919	1021	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	הם לכך ותפרעו כל עצתי לכך נאמ' עד אנה ינאוני ˙˙ דא עדאלה
9075	362	1	116	139	933	1175	23	234	990	920	1060	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	הר' מה לעשות עוד לכרמי וגו' מה טובה בראתי בתוך עלמי ולא עשיתי
9076	362	1	116	139	933	1175	24	234	1028	921	1098	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	ם ובטובה שעשיתי עמכם בה הכעסתם אותי הוצאתי אתכם ממצם
9077	362	1	116	139	933	1175	25	239	1068	928	1137	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	אתם לים ועשיתי אותו מלא טיו שנ' דרכת בים סוסיך חמרמים רבים
9078	362	1	116	139	933	1175	26	232	1104	923	1175	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_362.png	הדם מרלכים בו ואו' זה לזה ראו היכן אנו אין אתם יודעים מטיט הלכנים
